Rmonth,Plot,season,Treat,enzyme,assayT,Vmax
25,8,W,Control,BGase,30,1.163
25,9,W,+3°C,BGase,30,3.057
25,10,W,Control,BGase,30,2.712
19,1,W,+3°C,BGase,30,5.29
19,2,W,Control,BGase,30,3.52
19,3,W,+3°C,BGase,30,5.58
19,4,W,Control,BGase,30,7.52
19,5,W,+3°C,BGase,30,3.76
19,6,W,Control,BGase,30,3.82
19,7,W,+3°C,BGase,30,3.4
19,8,W,Control,BGase,30,3.99
19,9,W,+3°C,BGase,30,5.45
19,10,W,Control,BGase,30,5.82
22,1,W,+3°C,BGase,40,5.753
22,2,W,Control,BGase,40,4.742
22,3,W,+3°C,BGase,40,4.041
22,4,W,Control,BGase,40,7.522
22,5,W,+3°C,BGase,40,3.762
22,6,W,Control,BGase,40,1.805
22,7,W,+3°C,BGase,40,4.879
22,8,W,Control,BGase,40,3.658
22,9,W,+3°C,BGase,40,5.093
22,10,W,Control,BGase,40,7.424
25,1,W,+3°C,BGase,40,3.567
25,2,W,Control,BGase,40,6.39
25,3,W,+3°C,BGase,40,5.576
25,4,W,Control,BGase,40,1.572
25,5,W,+3°C,BGase,40,2.944
25,6,W,Control,BGase,40,1.473
25,7,W,+3°C,BGase,40,9.497
25,8,W,Control,BGase,40,2.521
25,9,W,+3°C,BGase,40,4.421
25,10,W,Control,BGase,40,3.925
19,1,W,+3°C,BGase,40,7.17
19,2,W,Control,BGase,40,3.99
19,3,W,+3°C,BGase,40,6.19
19,4,W,Control,BGase,40,8.84
19,5,W,+3°C,BGase,40,5.99
19,6,W,Control,BGase,40,3.77
19,7,W,+3°C,BGase,40,3.72
19,8,W,Control,BGase,40,5.02
19,9,W,+3°C,BGase,40,6.37
19,10,W,Control,BGase,40,6.52
22,1,W,+3°C,BPase,10,1.579
22,2,W,Control,BPase,10,0.802
22,3,W,+3°C,BPase,10,0.708
22,4,W,Control,BPase,10,0.586
22,5,W,+3°C,BPase,10,0.516
22,6,W,Control,BPase,10,0.295
22,7,W,+3°C,BPase,10,0.765
22,8,W,Control,BPase,10,0.286
22,9,W,+3°C,BPase,10,0.402
22,10,W,Control,BPase,10,0.414
25,1,W,+3°C,BPase,10,1.96
25,2,W,Control,BPase,10,2.285
25,3,W,+3°C,BPase,10,1.689
25,4,W,Control,BPase,10,0.304
25,5,W,+3°C,BPase,10,0.938
25,6,W,Control,BPase,10,0.925
25,7,W,+3°C,BPase,10,1.159
25,8,W,Control,BPase,10,0.784
25,9,W,+3°C,BPase,10,1.16
25,10,W,Control,BPase,10,1.017
19,1,W,+3°C,BPase,10,2.05
19,2,W,Control,BPase,10,0.78
19,3,W,+3°C,BPase,10,1.08
19,4,W,Control,BPase,10,0.89
19,5,W,+3°C,BPase,10,0.85
19,6,W,Control,BPase,10,0.63
19,7,W,+3°C,BPase,10,0.98
19,8,W,Control,BPase,10,0.47
19,9,W,+3°C,BPase,10,0.8
19,10,W,Control,BPase,10,0.79
22,1,W,+3°C,BPase,22,2.44
22,2,W,Control,BPase,22,1.103
22,3,W,+3°C,BPase,22,1.236
22,4,W,Control,BPase,22,1.202
22,5,W,+3°C,BPase,22,1.02
22,6,W,Control,BPase,22,0.587
22,7,W,+3°C,BPase,22,1.194
22,8,W,Control,BPase,22,0.607
22,9,W,+3°C,BPase,22,0.88
22,10,W,Control,BPase,22,0.708
25,1,W,+3°C,BPase,22,0.879
25,2,W,Control,BPase,22,2.261
25,3,W,+3°C,BPase,22,2.384
25,4,W,Control,BPase,22,0.619
25,5,W,+3°C,BPase,22,1.45
25,6,W,Control,BPase,22,2.26
25,7,W,+3°C,BPase,22,1.865
25,8,W,Control,BPase,22,1.441
25,9,W,+3°C,BPase,22,1.901
25,10,W,Control,BPase,22,1.786
19,1,W,+3°C,BPase,22,2.71
19,2,W,Control,BPase,22,1.59
19,3,W,+3°C,BPase,22,2.36
19,4,W,Control,BPase,22,1.85
19,5,W,+3°C,BPase,22,1.25
19,6,W,Control,BPase,22,0.96
19,7,W,+3°C,BPase,22,0.95
19,8,W,Control,BPase,22,0.78
19,9,W,+3°C,BPase,22,1.59
19,10,W,Control,BPase,22,1.23
22,1,W,+3°C,BPase,30,2.869
22,2,W,Control,BPase,30,2.23
22,3,W,+3°C,BPase,30,1.691
22,4,W,Control,BPase,30,2.642
22,5,W,+3°C,BPase,30,1.484
22,6,W,Control,BPase,30,1.122
22,7,W,+3°C,BPase,30,2.178
22,8,W,Control,BPase,30,1.168
22,9,W,+3°C,BPase,30,2.951
22,10,W,Control,BPase,30,1.122
25,1,W,+3°C,BPase,30,6.495
25,2,W,Control,BPase,30,3.995
25,3,W,+3°C,BPase,30,4.651
25,4,W,Control,BPase,30,1.105
25,5,W,+3°C,BPase,30,2.221
25,6,W,Control,BPase,30,3.182
25,7,W,+3°C,BPase,30,2.729
25,8,W,Control,BPase,30,1.474
25,9,W,+3°C,BPase,30,2.514
25,10,W,Control,BPase,30,3.288
19,1,W,+3°C,BPase,30,3.79
19,2,W,Control,BPase,30,2.17
19,3,W,+3°C,BPase,30,3.4
19,4,W,Control,BPase,30,3.2
19,5,W,+3°C,BPase,30,2.23
19,6,W,Control,BPase,30,1.67
19,7,W,+3°C,BPase,30,2.18
19,8,W,Control,BPase,30,1.8
19,9,W,+3°C,BPase,30,1.85
19,10,W,Control,BPase,30,2.08
22,1,W,+3°C,BPase,40,3.713
22,2,W,Control,BPase,40,2.381
22,3,W,+3°C,BPase,40,2.419
22,4,W,Control,BPase,40,3.408
22,5,W,+3°C,BPase,40,2.116
22,6,W,Control,BPase,40,1.373
22,7,W,+3°C,BPase,40,2.561
22,8,W,Control,BPase,40,1.527
22,9,W,+3°C,BPase,40,1.817
22,10,W,Control,BPase,40,1.537
25,1,W,+3°C,BPase,40,8.662
25,2,W,Control,BPase,40,6.387
25,3,W,+3°C,BPase,40,6.163
25,4,W,Control,BPase,40,1.533
25,5,W,+3°C,BPase,40,2.674
25,6,W,Control,BPase,40,4.632
25,7,W,+3°C,BPase,40,7.968
25,8,W,Control,BPase,40,3.492
25,9,W,+3°C,BPase,40,3.46
25,10,W,Control,BPase,40,4.319
19,1,W,+3°C,BPase,40,4.39
19,2,W,Control,BPase,40,2.47
19,3,W,+3°C,BPase,40,3.68
19,4,W,Control,BPase,40,4.21
19,5,W,+3°C,BPase,40,3.18
19,6,W,Control,BPase,40,2.21
19,7,W,+3°C,BPase,40,3.03
19,8,W,Control,BPase,40,2.23
19,9,W,+3°C,BPase,40,2.61
19,10,W,Control,BPase,40,2.97
22,1,W,+3°C,CEase,10,0.279
22,2,W,Control,CEase,10,0.294
22,3,W,+3°C,CEase,10,0.261
22,4,W,Control,CEase,10,0.207
22,5,W,+3°C,CEase,10,0.178
22,6,W,Control,CEase,10,0.114
22,7,W,+3°C,CEase,10,0.718
22,8,W,Control,CEase,10,0.217
22,9,W,+3°C,CEase,10,0.203
22,10,W,Control,CEase,10,0.292
25,1,W,+3°C,CEase,10,0.167
25,2,W,Control,CEase,10,0.31
25,3,W,+3°C,CEase,10,0.191
25,4,W,Control,CEase,10,0.021
25,5,W,+3°C,CEase,10,0.071
25,6,W,Control,CEase,10,0.041
25,7,W,+3°C,CEase,10,0.084
25,8,W,Control,CEase,10,0.136
25,9,W,+3°C,CEase,10,0.288
25,10,W,Control,CEase,10,0.152
19,1,W,+3°C,CEase,10,0.27
19,2,W,Control,CEase,10,0.25
19,3,W,+3°C,CEase,10,0.26
19,4,W,Control,CEase,10,0.34
19,5,W,+3°C,CEase,10,0.29
19,6,W,Control,CEase,10,0.29
19,7,W,+3°C,CEase,10,0.54
19,8,W,Control,CEase,10,0.13
19,9,W,+3°C,CEase,10,0.59
19,10,W,Control,CEase,10,0.41
22,1,W,+3°C,CEase,22,0.675
22,2,W,Control,CEase,22,0.641
22,3,W,+3°C,CEase,22,0.666
22,4,W,Control,CEase,22,0.683
22,5,W,+3°C,CEase,22,0.472
22,6,W,Control,CEase,22,0.361
22,7,W,+3°C,CEase,22,0.818
22,8,W,Control,CEase,22,0.361
22,9,W,+3°C,CEase,22,0.474
22,10,W,Control,CEase,22,0.572
25,1,W,+3°C,CEase,22,0.33
25,2,W,Control,CEase,22,0.448
25,3,W,+3°C,CEase,22,0.346
25,4,W,Control,CEase,22,0.035
25,5,W,+3°C,CEase,22,0.122
25,6,W,Control,CEase,22,0.097
25,7,W,+3°C,CEase,22,0.203
25,8,W,Control,CEase,22,0.251
25,9,W,+3°C,CEase,22,0.328
25,10,W,Control,CEase,22,0.308
19,1,W,+3°C,CEase,22,0.84
19,2,W,Control,CEase,22,0.7
19,3,W,+3°C,CEase,22,0.54
19,4,W,Control,CEase,22,1.24
19,5,W,+3°C,CEase,22,0.62
19,6,W,Control,CEase,22,0.41
19,7,W,+3°C,CEase,22,0.45
19,8,W,Control,CEase,22,0.23
19,9,W,+3°C,CEase,22,0.83
19,10,W,Control,CEase,22,0.75
22,1,W,+3°C,CEase,30,1.907
22,2,W,Control,CEase,30,0.956
22,3,W,+3°C,CEase,30,0.793
22,4,W,Control,CEase,30,1.402
22,5,W,+3°C,CEase,30,0.772
22,6,W,Control,CEase,30,0.341
22,7,W,+3°C,CEase,30,1.768
22,8,W,Control,CEase,30,0.878
22,9,W,+3°C,CEase,30,0.799
22,10,W,Control,CEase,30,0.797
25,1,W,+3°C,CEase,30,0.562
25,2,W,Control,CEase,30,0.753
25,3,W,+3°C,CEase,30,0.51
25,4,W,Control,CEase,30,0.073
25,5,W,+3°C,CEase,30,0.357
25,6,W,Control,CEase,30,0.849
25,7,W,+3°C,CEase,30,0.486
25,8,W,Control,CEase,30,0.341
25,9,W,+3°C,CEase,30,0.458
25,10,W,Control,CEase,30,0.393
19,1,W,+3°C,CEase,30,1.1
19,2,W,Control,CEase,30,0.87
19,3,W,+3°C,CEase,30,0.87
19,4,W,Control,CEase,30,3.06
19,5,W,+3°C,CEase,30,1.01
19,6,W,Control,CEase,30,2.21
19,7,W,+3°C,CEase,30,0.71
19,8,W,Control,CEase,30,0.57
19,9,W,+3°C,CEase,30,1.04
19,10,W,Control,CEase,30,1.11
22,1,W,+3°C,CEase,40,1.841
22,2,W,Control,CEase,40,2.486
22,3,W,+3°C,CEase,40,1.049
22,4,W,Control,CEase,40,2.07
22,5,W,+3°C,CEase,40,1.071
22,6,W,Control,CEase,40,0.631
22,7,W,+3°C,CEase,40,1.877
22,8,W,Control,CEase,40,0.819
22,9,W,+3°C,CEase,40,1.373
22,10,W,Control,CEase,40,1.362
25,1,W,+3°C,CEase,40,0.862
25,2,W,Control,CEase,40,0.916
25,3,W,+3°C,CEase,40,0.725
25,4,W,Control,CEase,40,0.149
25,5,W,+3°C,CEase,40,0.898
25,6,W,Control,CEase,40,0.389
25,7,W,+3°C,CEase,40,0.969
25,8,W,Control,CEase,40,0.433
25,9,W,+3°C,CEase,40,0.919
25,10,W,Control,CEase,40,0.552
19,1,W,+3°C,CEase,40,2.19
19,2,W,Control,CEase,40,1.23
19,3,W,+3°C,CEase,40,1.03
19,4,W,Control,CEase,40,4.16
19,5,W,+3°C,CEase,40,1.39
19,6,W,Control,CEase,40,0.98
19,7,W,+3°C,CEase,40,0.84
19,8,W,Control,CEase,40,0.72
19,9,W,+3°C,CEase,40,2.07
19,10,W,Control,CEase,40,2.15
22,1,W,+3°C,Pase,10,8.665
22,2,W,Control,Pase,10,7.941
22,3,W,+3°C,Pase,10,7.603
22,4,W,Control,Pase,10,6.996
22,5,W,+3°C,Pase,10,6.666
22,6,W,Control,Pase,10,4.445
22,7,W,+3°C,Pase,10,12.368
22,8,W,Control,Pase,10,3.948
22,9,W,+3°C,Pase,10,7.105
22,10,W,Control,Pase,10,7.491
25,1,W,+3°C,Pase,10,6.097
25,2,W,Control,Pase,10,12.803
25,3,W,+3°C,Pase,10,10.018
25,4,W,Control,Pase,10,3.164
25,5,W,+3°C,Pase,10,7.048
25,6,W,Control,Pase,10,3.55
25,7,W,+3°C,Pase,10,8.408
25,8,W,Control,Pase,10,4.613
25,9,W,+3°C,Pase,10,7.213
25,10,W,Control,Pase,10,3.317
19,1,W,+3°C,Pase,10,12.97
19,2,W,Control,Pase,10,10.01
19,3,W,+3°C,Pase,10,11.44
19,4,W,Control,Pase,10,15.91
19,5,W,+3°C,Pase,10,10.54
19,6,W,Control,Pase,10,10.1
19,7,W,+3°C,Pase,10,11.81
19,8,W,Control,Pase,10,6.87
19,9,W,+3°C,Pase,10,13
19,10,W,Control,Pase,10,11.56
22,1,W,+3°C,Pase,22,13.291
22,2,W,Control,Pase,22,9.927
22,3,W,+3°C,Pase,22,10.912
22,4,W,Control,Pase,22,9.939
22,5,W,+3°C,Pase,22,8.243
22,6,W,Control,Pase,22,6.333
22,7,W,+3°C,Pase,22,14.855
22,8,W,Control,Pase,22,5.072
22,9,W,+3°C,Pase,22,10.288
22,10,W,Control,Pase,22,9.658
25,1,W,+3°C,Pase,22,10.453
25,2,W,Control,Pase,22,11.835
25,3,W,+3°C,Pase,22,15.473
25,4,W,Control,Pase,22,4.362
25,5,W,+3°C,Pase,22,10.579
25,6,W,Control,Pase,22,5.175
25,7,W,+3°C,Pase,22,14.17
25,8,W,Control,Pase,22,6.257
25,9,W,+3°C,Pase,22,10.92
25,10,W,Control,Pase,22,9.141
19,1,W,+3°C,Pase,22,16.53
19,2,W,Control,Pase,22,12.19
19,3,W,+3°C,Pase,22,14.81
19,4,W,Control,Pase,22,21.81
19,5,W,+3°C,Pase,22,12.64
19,6,W,Control,Pase,22,11.2
19,7,W,+3°C,Pase,22,13.94
19,8,W,Control,Pase,22,8.25
19,9,W,+3°C,Pase,22,14.99
19,10,W,Control,Pase,22,14.75
22,1,W,+3°C,Pase,30,15.75
22,2,W,Control,Pase,30,11.673
22,3,W,+3°C,Pase,30,11.974
22,4,W,Control,Pase,30,12.833
22,5,W,+3°C,Pase,30,9.749
22,6,W,Control,Pase,30,6.267
22,7,W,+3°C,Pase,30,18.527
22,8,W,Control,Pase,30,8.249
22,9,W,+3°C,Pase,30,17.272
22,10,W,Control,Pase,30,12.199
25,1,W,+3°C,Pase,30,18.311
25,2,W,Control,Pase,30,18.939
25,3,W,+3°C,Pase,30,27.069
25,4,W,Control,Pase,30,7.025
25,5,W,+3°C,Pase,30,15.818
25,6,W,Control,Pase,30,7.643
25,7,W,+3°C,Pase,30,17.375
25,8,W,Control,Pase,30,7.938
25,9,W,+3°C,Pase,30,14.546
25,10,W,Control,Pase,30,8.536
19,1,W,+3°C,Pase,30,29.39
19,2,W,Control,Pase,30,14.71
19,3,W,+3°C,Pase,30,17.93
19,4,W,Control,Pase,30,30.46
19,5,W,+3°C,Pase,30,15.71
19,6,W,Control,Pase,30,12.73
19,7,W,+3°C,Pase,30,16.94
19,8,W,Control,Pase,30,12.59
19,9,W,+3°C,Pase,30,20.73
19,10,W,Control,Pase,30,18.49
22,1,W,+3°C,Pase,40,18.196
22,2,W,Control,Pase,40,12.667
22,3,W,+3°C,Pase,40,13.582
22,4,W,Control,Pase,40,16.153
22,5,W,+3°C,Pase,40,12.403
22,6,W,Control,Pase,40,7.677
22,7,W,+3°C,Pase,40,19.273
22,8,W,Control,Pase,40,8.289
22,9,W,+3°C,Pase,40,14.057
22,10,W,Control,Pase,40,13.516
25,1,W,+3°C,Pase,40,25.026
25,2,W,Control,Pase,40,28.395
25,3,W,+3°C,Pase,40,32.517
25,4,W,Control,Pase,40,10.098
25,5,W,+3°C,Pase,40,20.528
25,6,W,Control,Pase,40,9.438
25,7,W,+3°C,Pase,40,37.463
25,8,W,Control,Pase,40,17.855
25,9,W,+3°C,Pase,40,19.298
25,10,W,Control,Pase,40,9.062
19,1,W,+3°C,Pase,40,27.6
19,2,W,Control,Pase,40,15.23
19,3,W,+3°C,Pase,40,19.61
19,4,W,Control,Pase,40,33.36
19,5,W,+3°C,Pase,40,17.16
19,6,W,Control,Pase,40,17.65
19,7,W,+3°C,Pase,40,17.34
19,8,W,Control,Pase,40,14.3
19,9,W,+3°C,Pase,40,21.84
19,10,W,Control,Pase,40,20.47
22,1,W,+3°C,Nase,10,2.891
22,2,W,Control,Nase,10,0.465
22,3,W,+3°C,Nase,10,0.395
22,4,W,Control,Nase,10,0.327
22,5,W,+3°C,Nase,10,0.264
22,6,W,Control,Nase,10,0.172
22,7,W,+3°C,Nase,10,1.137
22,8,W,Control,Nase,10,0.367
22,9,W,+3°C,Nase,10,0.306
22,10,W,Control,Nase,10,0.448
25,1,W,+3°C,Nase,10,1.617
25,2,W,Control,Nase,10,1.584
25,3,W,+3°C,Nase,10,0.925
25,4,W,Control,Nase,10,0.192
25,5,W,+3°C,Nase,10,1.041
25,6,W,Control,Nase,10,0.928
25,7,W,+3°C,Nase,10,1.161
25,8,W,Control,Nase,10,0.71
25,9,W,+3°C,Nase,10,2.197
25,10,W,Control,Nase,10,1.169
19,1,W,+3°C,Nase,10,5.19
19,2,W,Control,Nase,10,0.4
19,3,W,+3°C,Nase,10,0.49
19,4,W,Control,Nase,10,0.54
19,5,W,+3°C,Nase,10,0.45
19,6,W,Control,Nase,10,0.47
19,7,W,+3°C,Nase,10,0.85
19,8,W,Control,Nase,10,0.22
19,9,W,+3°C,Nase,10,0.9
19,10,W,Control,Nase,10,0.66
22,1,W,+3°C,Nase,22,4.899
22,2,W,Control,Nase,22,1.013
22,3,W,+3°C,Nase,22,1.005
22,4,W,Control,Nase,22,1.075
22,5,W,+3°C,Nase,22,0.702
22,6,W,Control,Nase,22,0.548
22,7,W,+3°C,Nase,22,1.297
22,8,W,Control,Nase,22,0.61
22,9,W,+3°C,Nase,22,0.714
22,10,W,Control,Nase,22,0.877
25,1,W,+3°C,Nase,22,2.431
25,2,W,Control,Nase,22,2.626
25,3,W,+3°C,Nase,22,1.865
25,4,W,Control,Nase,22,0.306
25,5,W,+3°C,Nase,22,1.772
25,6,W,Control,Nase,22,1.28
25,7,W,+3°C,Nase,22,2.676
25,8,W,Control,Nase,22,1.567
25,9,W,+3°C,Nase,22,2.178
25,10,W,Control,Nase,22,1.541
19,1,W,+3°C,Nase,22,7.92
19,2,W,Control,Nase,22,1.12
19,3,W,+3°C,Nase,22,1.01
19,4,W,Control,Nase,22,1.97
19,5,W,+3°C,Nase,22,0.97
19,6,W,Control,Nase,22,0.65
19,7,W,+3°C,Nase,22,0.71
19,8,W,Control,Nase,22,0.37
19,9,W,+3°C,Nase,22,1.28
19,10,W,Control,Nase,22,1.19
22,1,W,+3°C,Nase,30,7.155
22,2,W,Control,Nase,30,1.51
22,3,W,+3°C,Nase,30,1.198
22,4,W,Control,Nase,30,2.208
22,5,W,+3°C,Nase,30,1.147
22,6,W,Control,Nase,30,0.518
22,7,W,+3°C,Nase,30,2.802
22,8,W,Control,Nase,30,1.483
22,9,W,+3°C,Nase,30,1.204
22,10,W,Control,Nase,30,1.223
25,1,W,+3°C,Nase,30,5.198
25,2,W,Control,Nase,30,4.695
25,3,W,+3°C,Nase,30,3.745
25,4,W,Control,Nase,30,0.91
25,5,W,+3°C,Nase,30,3.036
25,6,W,Control,Nase,30,1.942
25,7,W,+3°C,Nase,30,2.772
25,8,W,Control,Nase,30,1.373
25,9,W,+3°C,Nase,30,3.443
25,10,W,Control,Nase,30,2.3
19,1,W,+3°C,Nase,30,9.48
19,2,W,Control,Nase,30,1.4
19,3,W,+3°C,Nase,30,1.64
19,4,W,Control,Nase,30,4.87
19,5,W,+3°C,Nase,30,1.58
19,6,W,Control,Nase,30,3.54
19,7,W,+3°C,Nase,30,1.13
19,8,W,Control,Nase,30,0.94
19,9,W,+3°C,Nase,30,1.6
19,10,W,Control,Nase,30,1.78
22,1,W,+3°C,Nase,40,6.806
22,2,W,Control,Nase,40,3.928
22,3,W,+3°C,Nase,40,1.584
22,4,W,Control,Nase,40,3.261
22,5,W,+3°C,Nase,40,1.592
22,6,W,Control,Nase,40,0.957
22,7,W,+3°C,Nase,40,2.975
22,8,W,Control,Nase,40,1.383
22,9,W,+3°C,Nase,40,2.068
22,10,W,Control,Nase,40,2.091
25,1,W,+3°C,Nase,40,7.991
25,2,W,Control,Nase,40,7.727
25,3,W,+3°C,Nase,40,5.427
25,4,W,Control,Nase,40,1.341
25,5,W,+3°C,Nase,40,4.1
25,6,W,Control,Nase,40,2.816
25,7,W,+3°C,Nase,40,10.404
25,8,W,Control,Nase,40,5.728
25,9,W,+3°C,Nase,40,6.234
25,10,W,Control,Nase,40,4.131
19,1,W,+3°C,Nase,40,11.72
19,2,W,Control,Nase,40,1.98
19,3,W,+3°C,Nase,40,1.93
19,4,W,Control,Nase,40,6.62
19,5,W,+3°C,Nase,40,2.18
19,6,W,Control,Nase,40,1.57
19,7,W,+3°C,Nase,40,1.32
19,8,W,Control,Nase,40,1.17
19,9,W,+3°C,Nase,40,3.19
19,10,W,Control,Nase,40,3.43
22,1,W,+3°C,Sase,10,5.159
22,2,W,Control,Sase,10,3.298
22,3,W,+3°C,Sase,10,3.994
22,4,W,Control,Sase,10,2.403
22,5,W,+3°C,Sase,10,1.596
22,6,W,Control,Sase,10,1.911
22,7,W,+3°C,Sase,10,4.354
22,8,W,Control,Sase,10,1.553
22,9,W,+3°C,Sase,10,3.827
22,10,W,Control,Sase,10,3.68
25,1,W,+3°C,Sase,10,0.994
25,2,W,Control,Sase,10,0.927
25,3,W,+3°C,Sase,10,1.209
25,4,W,Control,Sase,10,0.218
25,5,W,+3°C,Sase,10,0.611
25,6,W,Control,Sase,10,1.18
25,7,W,+3°C,Sase,10,0.729
25,8,W,Control,Sase,10,0.497
25,9,W,+3°C,Sase,10,0.786
25,10,W,Control,Sase,10,0.601
19,1,W,+3°C,Sase,10,5.15
19,2,W,Control,Sase,10,3.29
19,3,W,+3°C,Sase,10,4.94
19,4,W,Control,Sase,10,3.55
19,5,W,+3°C,Sase,10,2.58
19,6,W,Control,Sase,10,2.53
19,7,W,+3°C,Sase,10,3.02
19,8,W,Control,Sase,10,2.16
19,9,W,+3°C,Sase,10,4.27
19,10,W,Control,Sase,10,4.36
22,1,W,+3°C,Sase,22,7.121
22,2,W,Control,Sase,22,4.245
22,3,W,+3°C,Sase,22,4.887
22,4,W,Control,Sase,22,3.666
22,5,W,+3°C,Sase,22,2.369
22,6,W,Control,Sase,22,2.446
22,7,W,+3°C,Sase,22,5.943
22,8,W,Control,Sase,22,2.226
22,9,W,+3°C,Sase,22,5.762
22,10,W,Control,Sase,22,4.849
25,1,W,+3°C,Sase,22,1.488
25,2,W,Control,Sase,22,1.362
25,3,W,+3°C,Sase,22,1.886
25,4,W,Control,Sase,22,0.374
25,5,W,+3°C,Sase,22,0.913
25,6,W,Control,Sase,22,0.514
25,7,W,+3°C,Sase,22,1.262
25,8,W,Control,Sase,22,0.856
25,9,W,+3°C,Sase,22,1.303
25,10,W,Control,Sase,22,1.016
19,1,W,+3°C,Sase,22,6.94
19,2,W,Control,Sase,22,3.95
19,3,W,+3°C,Sase,22,6.42
19,4,W,Control,Sase,22,5.42
19,5,W,+3°C,Sase,22,3.81
19,6,W,Control,Sase,22,3.41
19,7,W,+3°C,Sase,22,4.05
19,8,W,Control,Sase,22,2.94
19,9,W,+3°C,Sase,22,5.98
19,10,W,Control,Sase,22,5.37
22,1,W,+3°C,Sase,30,8.908
22,2,W,Control,Sase,30,4.999
22,3,W,+3°C,Sase,30,5.8
22,4,W,Control,Sase,30,5.099
22,5,W,+3°C,Sase,30,2.848
22,6,W,Control,Sase,30,3.044
22,7,W,+3°C,Sase,30,7.233
22,8,W,Control,Sase,30,3.624
22,9,W,+3°C,Sase,30,7.587
22,10,W,Control,Sase,30,5.934
25,1,W,+3°C,Sase,30,2.821
25,2,W,Control,Sase,30,2.41
25,3,W,+3°C,Sase,30,3.33
25,4,W,Control,Sase,30,0.685
25,5,W,+3°C,Sase,30,1.429
25,6,W,Control,Sase,30,0.966
25,7,W,+3°C,Sase,30,1.725
25,8,W,Control,Sase,30,1.141
25,9,W,+3°C,Sase,30,1.829
25,10,W,Control,Sase,30,1.69
19,1,W,+3°C,Sase,30,8.31
19,2,W,Control,Sase,30,4.71
19,3,W,+3°C,Sase,30,7.47
19,4,W,Control,Sase,30,7.66
19,5,W,+3°C,Sase,30,4.62
19,6,W,Control,Sase,30,24.4
19,7,W,+3°C,Sase,30,4.52
19,8,W,Control,Sase,30,4.71
19,9,W,+3°C,Sase,30,7.18
19,10,W,Control,Sase,30,7.06
22,1,W,+3°C,Sase,40,10.682
22,2,W,Control,Sase,40,5.521
22,3,W,+3°C,Sase,40,6.108
22,4,W,Control,Sase,40,5.613
22,5,W,+3°C,Sase,40,3.311
22,6,W,Control,Sase,40,3.463
22,7,W,+3°C,Sase,40,7.02
22,8,W,Control,Sase,40,3.931
22,9,W,+3°C,Sase,40,7.532
22,10,W,Control,Sase,40,7.062
25,1,W,+3°C,Sase,40,3.168
25,2,W,Control,Sase,40,3.09
25,3,W,+3°C,Sase,40,4.527
25,4,W,Control,Sase,40,0.945
25,5,W,+3°C,Sase,40,1.784
25,6,W,Control,Sase,40,1.407
25,7,W,+3°C,Sase,40,3.465
25,8,W,Control,Sase,40,1.985
25,9,W,+3°C,Sase,40,2.537
25,10,W,Control,Sase,40,2.206
19,1,W,+3°C,Sase,40,9.92
19,2,W,Control,Sase,40,4.6
19,3,W,+3°C,Sase,40,7.94
19,4,W,Control,Sase,40,8.06
19,5,W,+3°C,Sase,40,5.4
19,6,W,Control,Sase,40,4.49
19,7,W,+3°C,Sase,40,4.67
19,8,W,Control,Sase,40,5.31
19,9,W,+3°C,Sase,40,8.46
19,10,W,Control,Sase,40,8.07
22,1,W,+3°C,XYase,10,0.292
22,2,W,Control,XYase,10,0.507
22,3,W,+3°C,XYase,10,0.469
22,4,W,Control,XYase,10,0.372
22,5,W,+3°C,XYase,10,0.347
22,6,W,Control,XYase,10,0.195
22,7,W,+3°C,XYase,10,0.482
22,8,W,Control,XYase,10,0.17
22,9,W,+3°C,XYase,10,0.267
22,10,W,Control,XYase,10,0.27
25,1,W,+3°C,XYase,10,0.239
25,2,W,Control,XYase,10,0.265
25,3,W,+3°C,XYase,10,0.277
25,4,W,Control,XYase,10,0.118
25,5,W,+3°C,XYase,10,0.234
25,6,W,Control,XYase,10,0.108
25,7,W,+3°C,XYase,10,0.219
25,8,W,Control,XYase,10,0.111
25,9,W,+3°C,XYase,10,0.213
25,10,W,Control,XYase,10,0.096
19,1,W,+3°C,XYase,10,0.61
19,2,W,Control,XYase,10,0.48
19,3,W,+3°C,XYase,10,0.57
19,4,W,Control,XYase,10,0.56
19,5,W,+3°C,XYase,10,0.55
19,6,W,Control,XYase,10,0.39
19,7,W,+3°C,XYase,10,0.62
19,8,W,Control,XYase,10,0.29
19,9,W,+3°C,XYase,10,0.52
19,10,W,Control,XYase,10,0.5
22,1,W,+3°C,XYase,22,0.823
22,2,W,Control,XYase,22,0.698
22,3,W,+3°C,XYase,22,0.818
22,4,W,Control,XYase,22,0.763
22,5,W,+3°C,XYase,22,0.687
22,6,W,Control,XYase,22,0.387
22,7,W,+3°C,XYase,22,0.753
22,8,W,Control,XYase,22,0.36
22,9,W,+3°C,XYase,22,0.584
22,10,W,Control,XYase,22,0.461
25,1,W,+3°C,XYase,22,0.46
25,2,W,Control,XYase,22,0.513
25,3,W,+3°C,XYase,22,0.803
25,4,W,Control,XYase,22,0.223
25,5,W,+3°C,XYase,22,0.529
25,6,W,Control,XYase,22,0.191
25,7,W,+3°C,XYase,22,0.393
25,8,W,Control,XYase,22,0.254
25,9,W,+3°C,XYase,22,0.429
25,10,W,Control,XYase,22,0.186
19,1,W,+3°C,XYase,22,1.16
19,2,W,Control,XYase,22,0.98
19,3,W,+3°C,XYase,22,1.26
19,4,W,Control,XYase,22,1.16
19,5,W,+3°C,XYase,22,0.8
